ï»¿Category,Real Category,Business Name,Address,City,State,Postal Code,Country,Phone,Email,Website,Latitude,Longitude,Map Link,Details Link,Category
,Pusat Perbelanjaan,KLikaShop,"Rumoong Atas jaga.5 Kompleks perempatan Pokal, Rumoong Atas, Kec. Tareran, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85656328887.0,,,12.288.301,1.247.351.925,https://maps.google.com/?cid=0x0:0x7f7ed4f9387e9d6b,,mall
,Pusat Perbelanjaan,FULLBRICK,"Tumaluntung, Kec. Tareran, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,82346943804.0,,,12.116.033,1.247.128.308,https://maps.google.com/?cid=0x0:0x129a91a623e2df34,,mall
,Pusat Perbelanjaan,(FULLBRICK)padat,"Tumaluntung, Kec. Tareran, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85299696785.0,,,12.116.015,1.247.128.209,https://maps.google.com/?cid=0x0:0xe5633ac78413bff6,,mall
,Pembangunan Perumahan,PLAZA RATAHAN,"3R32+43J, Tosuraya Sel., Kec. Ratahan, Kabupaten Minahasa Tenggara, Sulawesi Utara","Kabupaten Minahasa Tenggara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,10.528.486,1.248.001.409,https://maps.google.com/?cid=0x0:0xc2d3ab5c2e3ae3c0,,mall
,Pusat Perbelanjaan,Kenzi home,"6MQ9+HJV, Pinamorongan, Kec. Tareran, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,12.389.841,1.246.690.605,https://maps.google.com/?cid=0x0:0x4a3ee8449a490db4,,mall
,Pusat Perbelanjaan,Megamall Manado,"Kawasan Megamas, Kantor Pengelola Megamall, Jl. Piere Tendean, Wenang Sel., Kec. Wenang, Kota Manado, Sulawesi Utara 95234","Kantor Pengelola Megamall, Jl. Piere Tendean, Wenang Sel., Kec. Wenang, Kota Manado",SULAWESI UTARA,95234.0,Indonesia,431879889.0,,,14.839.687,1.248.348.372,https://maps.google.com/?cid=0x0:0xfcc9b9fa2283700,,mall
,Kios,7 Mart,"7Q4F+XX6, Talikuran, Kec. Sonder, Kabupaten Minahasa, Sulawesi Utara","Kabupaten Minahasa, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,12.574.197,1.247.748.786,https://maps.google.com/?cid=0x0:0xd4b0196667dde32e,,mall
,Pusat Perbelanjaan,Khenzy s home,"6MX5+2Q6, Pinamorongan, Kec. Tareran, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,12.475.785,1.246.593.456,https://maps.google.com/?cid=0x0:0x1ae882c8a4766111,,mall
,Toko Pakaian,Airell Shop,"7Q5F+482, Unnamed Road, Talikuran, Kec. Sonder, Kabupaten Minahasa, Sulawesi Utara","Kabupaten Minahasa, Sulawesi Utara",SULAWESI UTARA,,Indonesia,82187344121.0,,,12.577.718,1.247.732.536,https://maps.google.com/?cid=0x0:0x91a71c16ff52bb1f,,mall
,Pasar,Pasar Rakyat Sapalalum,"7MFP+6GH, Pinapalangkow, Sulta, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,82189629486.0,,,12.730.637,1.246.863.464,https://maps.google.com/?cid=0x0:0x28dfd7ae62d857d,,mall
,Minimarket,waroengRuth,"6Q3F+PV8, Uner, Kec. Kawangkoan Utara, Kabupaten Minahasa, Sulawesi Utara","Kabupaten Minahasa, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85240673285.0,,,12.042.834,1.247.747.184,https://maps.google.com/?cid=0x0:0xd911e0ffd560598a,,mall
,Pusat Perbelanjaan,Manado Town Square,"Jl. Piere Tendean, Kota Manado, Sulawesi Utara 95114",Kota Manado,SULAWESI UTARA,95114.0,Indonesia,,,,14.723.227,1.248.319.485,https://maps.google.com/?cid=0x0:0xea03227619d4f862,,mall
,Kios,Kios Echa,"7JJV+R4F, Lelema, Kec. Tumpaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85756005611.0,,,1.282.051,1.246.428.108,https://maps.google.com/?cid=0x0:0x5db00e5052dec14c,,mall
,Kios,Kios Lorin,"7Q3F+WM3, Tounelet, Kec. Sonder, Kabupaten Minahasa, Sulawesi Utara","Kabupaten Minahasa, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85211336461.0,,,12.547.607,1.247.741.579,https://maps.google.com/?cid=0x0:0x3eae097825318384,,mall
,Vila,JavEza Shop,"7Q5F+383, Talikuran, Kec. Sonder, Kabupaten Minahasa, Sulawesi Utara","Kabupaten Minahasa, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,12.576.381,1.247.733.124,https://maps.google.com/?cid=0x0:0x2ee85f00687edc77,,mall
,Pusat Perbelanjaan,Kios Dotulong,"Depan Alfamart, Tounelet, Kec. Sonder, Kabupaten Minahasa, Sulawesi Utara 95691","Tounelet, Kec. Sonder, Kabupaten Minahasa",SULAWESI UTARA,95691.0,Indonesia,85825502533.0,,,12.583.475,1.247.773.712,https://maps.google.com/?cid=0x0:0x648a27443b218115,,mall
,Kios,Jual mie Along,"7Q6G+59G, Unnamed Road, Talikuran, Kec. Sonder, Kabupaten Minahasa, Sulawesi Utara","Kabupaten Minahasa, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85240484562.0,,,12.604.306,1.247.759.534,https://maps.google.com/?cid=0x0:0x64b0913b0884a90c,,mall
,Toko umum,CaeTam,"6Q3Q+MQH, Kinali Satu, Kec. Kawangkoan, Kabupaten Minahasa, Sulawesi Utara","Kabupaten Minahasa, Sulawesi Utara",SULAWESI UTARA,,Indonesia,81285611011.0,,,12.041.783,1.247.894.938,https://maps.google.com/?cid=0x0:0x93e8073a188976a0,,mall
,Toko,Vonnie R. Kapoya Jg3,"7M49+53G, Kapoya, Sulta, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85240808848.0,,,1.255.429,124.667.707,https://maps.google.com/?cid=0x0:0x5a41017935c16184,,mall
,Toko umum,Vonny Shop,"7Q3H+G7X, Sendangan, Kec. Sonder, Kabupaten Minahasa, Sulawesi Utara","Kabupaten Minahasa, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85394943636.0,,,12.538.722,1.247.782.238,https://maps.google.com/?cid=0x0:0x234192a02db39269,,mall
,mall,Kec. Tatapaan,"Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,12.864.443,1.246.016.444,https://maps.google.com/?cid=0x0:0x2764afda0dd2b42d,,mall
,Pusat Perbelanjaan,Tanjung Berkat,"9HF6+WCV, Rap-Rap, Kec. Tatapaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,13.747.373,1.245.610.075,https://maps.google.com/?cid=0x0:0xe8b03647782423ad,,mall
,Toko Swalayan,Indomaret Popontolen,"7JFH+95X, Popontolen, Kec. Tumpaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,12.734.829,1.246.279.866,https://maps.google.com/?cid=0x0:0x65a3df578eae27ff,,mall
,Toko,Warung Nathanael(Kel.Mardesa Matindas),"9HF6+R93, Rap-Rap, Kec. Tatapaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85249790545.0,,,13.745.176,1.245.609.245,https://maps.google.com/?cid=0x0:0xa66ac712a4ea9423,,mall
,Pusat Perbelanjaan,Wulan Cell,"9HG4+WMF, Unnamed Road, Arakan, Kec. Tatapaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,81245301377.0,,,1.377.318,1.245.566.671,https://maps.google.com/?cid=0x0:0xe5e9d0913871d576,,mall
,Kios,Kios Echa,"7JJV+R4F, Lelema, Kec. Tumpaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85756005611.0,,,1.282.051,1.246.428.108,https://maps.google.com/?cid=0x0:0x5db00e5052dec14c,,mall
,Toko,Warung v'love,"7HPW+XFQ, Paslaten Satu, Kec. Tatapaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,12.884.017,1.245.960.203,https://maps.google.com/?cid=0x0:0xd90f1b02eb0e0ef9,,mall
,Pusat Perbelanjaan,Megamall Manado,"Kawasan Megamas, Kantor Pengelola Megamall, Jl. Piere Tendean, Wenang Sel., Kec. Wenang, Kota Manado, Sulawesi Utara 95234","Kantor Pengelola Megamall, Jl. Piere Tendean, Wenang Sel., Kec. Wenang, Kota Manado",SULAWESI UTARA,95234.0,Indonesia,431879889.0,,,14.839.687,1.248.348.372,https://maps.google.com/?cid=0x0:0xfcc9b9fa2283700,,mall
,Pusat Perbelanjaan,Maya Cell,"9HH5+533, Arakan, Kec. Tatapaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,13.778.863,1.245.576.634,https://maps.google.com/?cid=0x0:0xf462f5834c01bf87,,mall
,Pembangunan Perumahan,PLAZA RATAHAN,"3R32+43J, Tosuraya Sel., Kec. Ratahan, Kabupaten Minahasa Tenggara, Sulawesi Utara","Kabupaten Minahasa Tenggara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,10.528.486,1.248.001.409,https://maps.google.com/?cid=0x0:0xc2d3ab5c2e3ae3c0,,mall
,Pusat Perbelanjaan,Aisyah Cell,"lingkungan No.4, Arakan, Kec. Tatapaan, Kabupaten Minahasa Selatan, Sulawesi Utara 95351","Arakan, Kec. Tatapaan, Kabupaten Minahasa Selatan",SULAWESI UTARA,95351.0,Indonesia,82386152559.0,,,13.755.168,1.245.542.232,https://maps.google.com/?cid=0x0:0x4f61fd8f37919727,,mall
,Toko,PERMATASARI CELL,"7MQ3+RHW, Lelema, Kec. Tumpaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,82291515927.0,,,12.896.098,1.246.539.588,https://maps.google.com/?cid=0x0:0x2e5ab9487c8eb27,,mall
,Pusat Perbelanjaan,jihan cell,"8G99+W5P, Wawontulap, Kec. Tatapaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,13.198.373,1.245.179.553,https://maps.google.com/?cid=0x0:0x602a1c66273417e,,mall
,Pusat Perbelanjaan,Febre Shop,"Paslaten, Kec. Tatapaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,81356403969.0,,,12.868.175,1.246.008.441,https://maps.google.com/?cid=0x0:0xb1221c69bd8e88d5,,mall
,Rumah Makan,"WARUNG DOUBLE_D""""","7JHR+R3Q, Lelema, Kec. Tumpaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,12.795.809,1.246.402.252,https://maps.google.com/?cid=0x0:0x955d6607b019541b,,mall
,Pusat Perbelanjaan,WARUNG KETAPANG LELEMA19,"7JPX+8CM, Lelema, Kec. Tumpaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,1.285.843,124.648.541,https://maps.google.com/?cid=0x0:0xd0f2f83d2320489,,mall
,Toko Elektronik,CENTER Victory cell,"7JMV+5WF, Lelema, Kec. Tumpaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85757038880.0,,,12.829.262,1.246.447.935,https://maps.google.com/?cid=0x0:0x8f58fe49b2674011,,mall
,Toko umum,Kios pulsa all oprator,"7JMV+5WF, Lelema, Kec. Tumpaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85757038880.0,,,1.282.925,124.644.801,https://maps.google.com/?cid=0x0:0xb9cb64a8a5f04b5b,,mall
,Pembangunan Perumahan,Bahu Mall,"FR6G+W4J, Bahu Mall, R.W., Jl. Wolter Monginsidi, Bahu, Malalayang, Manado City, North Sulawesi","Kota Manado, Sulawesi Utara",SULAWESI UTARA,,Indonesia,1500125.0,,,14.623.338,1.248.252.763,https://maps.google.com/?cid=0x0:0x75b15af9becce842,,mall
,Toko Pakaian,Patricia,"8M78+5HQ, Munte, Kec. Tumpaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85242870100.0,,,13.129.632,1.246.664.954,https://maps.google.com/?cid=0x0:0x40930dffa1aca6a1,,mall
,Pusat Perbelanjaan,Warung IMANUEL Lelema,"7JMV+5XV, Lelema, Kec. Tumpaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,82393174081.0,,,12.829.859,1.246.449.245,https://maps.google.com/?cid=0x0:0xfbd965f36a54487e,,mall
,mall,Sulawesi Utara 95355,"Pakuweru, Kec. Tenga, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,11.636.763,1.244.326.123,https://maps.google.com/?cid=0x0:0x19db91f9dd28ea10,,mall
,Pembangunan Perumahan,Pasar Tenga,"5C6P+346, Tenga, Kec. Tenga, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85398408821.0,,,11.601.642,1.244.352.722,https://maps.google.com/?cid=0x0:0x1a3edb5d252c45d5,,mall
,Pusat Perbelanjaan,Megamall Manado,"Kawasan Megamas, Kantor Pengelola Megamall, Jl. Piere Tendean, Wenang Sel., Kec. Wenang, Kota Manado, Sulawesi Utara 95234","Kantor Pengelola Megamall, Jl. Piere Tendean, Wenang Sel., Kec. Wenang, Kota Manado",SULAWESI UTARA,95234.0,Indonesia,431879889.0,,,14.839.687,1.248.348.372,https://maps.google.com/?cid=0x0:0xfcc9b9fa2283700,,mall
,Toko Swalayan,AEON Mall Tanjung Barat,"Jl. Raya Tj. Barat No.163, RT.12/RW.4, Tj. Bar., Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12530","RT.12/RW.4, Tj. Bar., Kec. Jagakarsa, Kota Jakarta Selatan",SULAWESI UTARA,12530.0,Indonesia,2150959888.0,,,-63.067.712,1.068.398.711,https://maps.google.com/?cid=0x0:0x5ce799145dbf8630,,mall
,Pusat Perbelanjaan,Advance store AEON tanjung barat,"2, Jl. Raya Tj. Barat No.160, RT.2/RW.9, Tj. Bar., Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12530","Jl. Raya Tj. Barat No.160, RT.2/RW.9, Tj. Bar., Kec. Jagakarsa, Kota Jakarta Selatan",SULAWESI UTARA,12530.0,Indonesia,,,,-63.057.591,1.068.407.046,https://maps.google.com/?cid=0x0:0x69e1eea4c6518ba7,,mall
,Pusat Perbelanjaan,Urban Republic Aeon Mall Tanjung Barat,"Raya, Jl. Raya Tj. Barat No.163, RT.12/RW.4, Tj. Bar., Kec. Jagakarsa, Daerah Khusus Ibukota Jakarta 12530","Jl. Raya Tj. Barat No.163, RT.12/RW.4, Tj. Bar., Kec. Jagakarsa",SULAWESI UTARA,12530.0,Indonesia,,,,-63.056.095,1.068.399.574,https://maps.google.com/?cid=0x0:0x4695e3243425328,,mall
,Pusat Perbelanjaan,AEON Tanjung Barat,"Aeon Mall, Jl. Raya Tj. Barat, West Tanjung, Jagakarsa, South Jakarta City, Jakarta 12530","Jl. Raya Tj. Barat, West Tanjung, Jagakarsa, South Jakarta City",SULAWESI UTARA,12530.0,Indonesia,2150942633.0,,,-63.055.928,1.068.408.289,https://maps.google.com/?cid=0x0:0xeb3a1f226b5911d8,,mall
,Padang,Rumah Makan Hikmah Fajar,"2 No 06, Ruko Grand Purnama Jalan Raya Cikuda Wanaherang, Wanaherang, Kec. Gn. Putri, Kabupaten Bogor, Jawa Barat 16965","Ruko Grand Purnama Jalan Raya Cikuda Wanaherang, Wanaherang, Kec. Gn. Putri, Kabupaten Bogor",SULAWESI UTARA,16965.0,Indonesia,81316418442.0,,,-63.060.667,1.068.403.046,https://maps.google.com/?cid=0x0:0xc25913f8dda592c3,,mall
,Toko Pakaian,HM - ÆON Mall Tanjung Barat,"Jl. Raya Tj. Barat No.163, Pejaten Timur, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12660","Pejaten Timur, Ps. Minggu, Kota Jakarta Selatan",SULAWESI UTARA,12660.0,Indonesia,,,,-6.306.171,1.068.404.173,https://maps.google.com/?cid=0x0:0x49d7e36787e3497f,,mall
,Restoran,HokBen - ÆON Mall Tanjung Barat,"Jl. Dapur Susu No.11 2, RT.2/RW.9, Tj. Bar., Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12530","RT.2/RW.9, Tj. Bar., Kec. Jagakarsa, Kota Jakarta Selatan",SULAWESI UTARA,12530.0,Indonesia,,,,-63.067.412,1.068.400.086,https://maps.google.com/?cid=0x0:0xdbda0099fea8220,,mall
,mall,Kec. Tompaso Baru,"Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.919931,124.469.716,https://maps.google.com/?cid=0x0:0xd34cfb653da52844,,mall
,Kedai Kopi,Pasar Tompaso Baru,"WF98+MH6, Pinaesaan, Kec. Tompaso Baru, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.9191603,1.244.663.832,https://maps.google.com/?cid=0x0:0xa7f6acc54f935cbf,,mall
,Komplek perumahan,Sumampow Tuju,"WFG9+GQC, Jl. Aer Panas, Tompaso Baru Satu, Kec. Tompaso Baru, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.9263041,124.469.376,https://maps.google.com/?cid=0x0:0xd4b5ab1551c8641e,,mall
,Perhimpunan Pengembang Perumahan,Fildalula home,"WFC9+RJ4, Tompaso Baru Satu, Kec. Tompaso Baru, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,8971582628.0,,,0.9220122,1.244.690.835,https://maps.google.com/?cid=0x0:0x4968fb3e06e3445f,,mall
,mall,Distributor PT NASA Manado,"WF99+RWF, Tompaso Baru Dua, Kec. Tompaso Baru, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.9195541,1.244.697.673,https://maps.google.com/?cid=0x0:0xec89a6ecad0c965d,,mall
,Toko bahan makanan,Oland mart online,"WF98+3FV, Tompaso Baru Dua, Kec. Tompaso Baru, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.9177476,1.244.661.652,https://maps.google.com/?cid=0x0:0x5695633b9ff3952d,,mall
,Toko,Counter Pulsa Jonathan Cell,"WF89+9WH, Tompaso Baru Dua, Kec. Tompaso Baru, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.9159363,1.244.698.534,https://maps.google.com/?cid=0x0:0xeeaa972cc4bd82a6,,mall
,Perusahaan air mineral,Depot Air Genji,"WFPH+9QX, Torout, Kec. Tompaso Baru, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,82291855393.0,,,0.9359972,1.244.794.738,https://maps.google.com/?cid=0x0:0x522694728f6ae64b,,mall
,Kios,AR CELL,"Tompaso Baru Dua Jaga 3, Jalan Kartini Lorong Lumpesak 2, Tompaso Baru Dua, Kec. Tompaso Baru, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,81245683774.0,,,0.9176573,1.244.681.966,https://maps.google.com/?cid=0x0:0x5a261d8e626c3705,,mall
,Pasar tradisional,Pasar central Tompaso baru,"WF99+XVG, Tompaso Baru Dua, Kec. Tompaso Baru, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.919931,124.469.716,https://maps.google.com/?cid=0x0:0x96e949a1ffc1d20f,,mall
,Minimarket,Alfamart Tompasobaru Dua,"WF99+9RG, Jl. Amurang - Kotamobagu, Tompaso Baru Dua, Kec. Tompaso Baru, Kabupaten Minahasa Selatan, Sulawesi Utara 95357","Jl. Amurang - Kotamobagu, Tompaso Baru Dua, Kec. Tompaso Baru, Kabupaten Minahasa Selatan",SULAWESI UTARA,95357.0,Indonesia,1500959.0,,,0.9178208,1.244.699.173,https://maps.google.com/?cid=0x0:0xccb7a16f1c01841a,,mall
,Minimarket,Indomaret Tompaso Baru Satu,"WFFC+RGF, Tompaso Baru Satu, Kec. Tompaso Baru, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,211500580.0,,,0.924572,1.244.713.086,https://maps.google.com/?cid=0x0:0x5f763af84cf5a6f0,,mall
,Pusat Perbelanjaan,Depot Ektin Gaul,"WF99+W8J, Tompaso Baru Dua, Kec. Tompaso Baru, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.9198373,1.244.682.678,https://maps.google.com/?cid=0x0:0x9c816f11b503ac57,,mall
,Toko umum,Kios Meyne,"XF9W+343, Ranoiapo, Kec. Ranoyapo, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.9669655,1.244.950.082,https://maps.google.com/?cid=0x0:0x41591b926c5bea9a,,mall
,Toko umum,Dhea,"XFQM+GRC, Unnamed Road, Poopo Bar., Kec. Ranoyapo, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.9888202,1.244.845.095,https://maps.google.com/?cid=0x0:0xa296c2d71561e14e,,mall
,Pusat Perbelanjaan,Cherise Cell,"VFWF+J8F, Tumani, Kec. Maesaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85299116579.0,,,0.896573,1.244.732.842,https://maps.google.com/?cid=0x0:0xb0b77771cc6374a4,,mall
,Komplek perumahan,Kel.Woruntu-Monintja,"WF4C+VG6, Jl. Amurang - Kotamobagu, Tumani, Kec. Maesaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85397153755.0,,,0.907163,1.244.712.567,https://maps.google.com/?cid=0x0:0x2b750edfc7914058,,mall
,Masjid,Mesjid Babussalam,"WF99+62W, Tompaso Baru Dua, Kec. Tompaso Baru, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.9181134,1.244.675.707,https://maps.google.com/?cid=0x0:0x73169bc0ece3a00f,,mall
,Toko Pakaian Bekas,Chonaroom digital Wi-Fi  Samuel Cell,"Tambelang, Maesaan, Tambelang, Kec. Maesaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,89698555123.0,,,0.8695474,1.244.674.233,https://maps.google.com/?cid=0x0:0x6c244636d272f971,,mall
,Pusat Perbelanjaan,Miss Cell,"Temboan, Kec. Maesaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85225213717.0,,,0.8970253,1.244.415.646,https://maps.google.com/?cid=0x0:0x9f86d93eb9e55a9c,,mall
,Toko Swalayan,Toko OKSPEL Tompasobaru,"WF99+CRW, Tompaso Baru Dua, Kec. Tompaso Baru, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,0.9186182,1.244.695.701,https://maps.google.com/?cid=0x0:0xff5f6dc1c3c3a95,,mall
,Toko,UD.Khenkimm,"WF55+2WM, Lowian, Kec. Maesaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85757120223.0,,,0.9075807,1.244.598.024,https://maps.google.com/?cid=0x0:0x217fafbd03f243ad,,mall
,Pembangunan Perumahan,PLAZA RATAHAN,"3R32+43J, Tosuraya Sel., Kec. Ratahan, Kabupaten Minahasa Tenggara, Sulawesi Utara","Kabupaten Minahasa Tenggara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,10.528.486,1.248.001.409,https://maps.google.com/?cid=0x0:0xc2d3ab5c2e3ae3c0,,mall
,Pembangunan Perumahan,Ratahan,"3R42+4MM, Tosuraya, Kec. Ratahan, Kabupaten Minahasa Tenggara, Sulawesi Utara","Kabupaten Minahasa Tenggara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,10.553.393,1.248.016.565,https://maps.google.com/?cid=0x0:0xa38c7340a0ca7762,,mall
,Minimarket,Alfamart Plaza Ratahan,"3Q3X+5XF Link.2, Plaza, Tosuraya Barat, Tosuraya, Kec. Ratahan, Kabupaten Minahasa Tenggara, Sulawesi Utara","Kabupaten Minahasa Tenggara, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,105.295,1.247.999.288,https://maps.google.com/?cid=0x0:0x51c3a6965efc0e96,,mall
,Toko,Jovanka shop,"Tumpaan Baru, Kec. Tumpaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,12.457.559,1.246.161.566,https://maps.google.com/?cid=0x0:0x2fee7a8b5ddc0e87,,mall
