Category;Real Category;Business Name;Address;City;State;Postal Code;Country;Phone;Latitude;Longitude;Map Link;;
supermarket bangunan;Toko Bahan Bangunan;Toko kramik pojok laweyan;CRH3+FM3, Bumi, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57149;Bumi, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57149;Indonesia;;-75.713.547;110.804.193;https://maps.google.com/?cid=0x0:0x21fd2c635e12677b;;
supermarket bangunan;Toko Bahan Bangunan;Toko Bangunan Estella;Jl. Ir. Juanda No.244, Pucangsawit, Kec. Jebres, Kota Surakarta, Jawa Tengah 57125;Pucangsawit, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57125;Indonesia;81904542626;-75.698.114;1.108.505.992;https://maps.google.com/?cid=0x0:0xc59e680ceb33f0f;;
supermarket bangunan;Pasar bahan bangunan;Rojo House Solution;Jl. Kepatihan No.6B, Kepatihan Wetan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Kepatihan Wetan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;81218862978;-75.653.199;1.108.324.209;https://maps.google.com/?cid=0x0:0x99a89dbed42fc95f;;
supermarket bangunan;Toko Bahan Bangunan;Toko Bangunan Sido Muncul;Jl. Slamet Riyadi No.478, Purwosari, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57142;Purwosari, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57142;Indonesia;8977898900;-75.625.341;1.107.972.352;https://maps.google.com/?cid=0x0:0xf3f1e4842010e5af;;
supermarket bangunan;Toko Bahan Bangunan;Toko kramik pojok laweyan;CRH3+FM3, Bumi, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57149;Bumi, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57149;Indonesia;;-75.713.547;110.804.193;https://maps.google.com/?cid=0x0:0x21fd2c635e12677b;;
supermarket bangunan;Distributor Baja;TB.MORODADI PUTRA;Bumi, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57149;Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57149;Indonesia;2717654357;-75.707.745;1.108.016.227;https://maps.google.com/?cid=0x0:0x279d0a5720dcf862;;
supermarket bangunan;Toko Bahan Bangunan;Depo Buana;Jl. Raya Terminal No.3, Penumping, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57136;Penumping, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57136;Indonesia;81226345777;-7.565.268;11.080.694;https://maps.google.com/?cid=0x0:0x8d243caab3f8e7e9;;
supermarket bangunan;Toko Bahan Bangunan;Toko Bangunan Jajar;Jl. Basuki Rahmat No.33, Jajar, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57144;Jajar, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57144;Indonesia;82260870652;-75.566.825;1.107.885.273;https://maps.google.com/?cid=0x0:0x31d15e4da748fa7c;;
supermarket bangunan;Toko Bahan Bangunan;TB. LESTARI ALAM;Jl. Dr. Rajiman No.645, Pajang, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57146;Pajang, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57146;Indonesia;271711923;-7.568.523;110.788.532;https://maps.google.com/?cid=0x0:0xbe6faa54fe166974;;
supermarket bangunan;Toko Bahan Bangunan;Toko Besi Tunggal Murah;Jl. Dr. Rajiman No.449, Bumi, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57148;Bumi, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57148;Indonesia;271717464;-75.712.076;1.108.027.995;https://maps.google.com/?cid=0x0:0xb40d9eaded0371b;;
supermarket bangunan;Toko Bahan Bangunan;TB Raza Jaya;Jl. Samratulangi No.66, Kerten, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57143;Kerten, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57143;Indonesia;271729613;-75.597.802;110.796.462;https://maps.google.com/?cid=0x0:0x48e8ef9090b644e1;;
supermarket bangunan;Toko Bahan Bangunan;Toko besi Sidolaris;Jl. Hasanudin No.12 B, Purwosari, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57142;Purwosari, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57142;Indonesia;;-75.621.436;1.107.996.511;https://maps.google.com/?cid=0x0:0xe14e92bdf3ffe47e;;
supermarket bangunan;Toko Bahan Bangunan;Toko Bangunan Polaris;Jl. A. Yani No.207, Manahan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57126;Manahan, Kec. Banjarsari, Kota Surakarta;JAWA TENGAH;57126;Indonesia;271717562;-75.559.973;1.107.970.926;https://maps.google.com/?cid=0x0:0x530ab2f1c0605438;;
supermarket bangunan;Toko Bahan Bangunan;Toko Bangunan Estella;Jl. Ir. Juanda No.244, Pucangsawit, Kec. Jebres, Kota Surakarta, Jawa Tengah 57125;Pucangsawit, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57125;Indonesia;81904542626;-75.698.114;1.108.505.992;https://maps.google.com/?cid=0x0:0xc59e680ceb33f0f;;
supermarket bangunan;Toko Bahan Bangunan;TB Berkah Gemilang;Jl. Srinarendro No.1, Panularan, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57149;Panularan, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57149;Indonesia;85100959976;-75.728.949;1.108.069.798;https://maps.google.com/?cid=0x0:0x4f35dfbed98e1dd5;;
supermarket bangunan;Toko Bahan Bangunan;TB. Karunia;Jl. Gatot Subroto No.210, Kratonan, Kec. Serengan, Kota Surakarta, Jawa Tengah 57153;Kratonan, Kec. Serengan, Kota Surakarta;JAWA TENGAH;57153;Indonesia;271662200;-75.789.065;1.108.187.143;https://maps.google.com/?cid=0x0:0x48971418a12a305e;;
supermarket bangunan;Toko Perlengkapan Rumah;Tb. Abadi Jaya;Jl. Agus Salim No.20, RT.03/RW.15, Sondakan, Kec. Laweyan, Kota Surakarta, Jawa Tengah;Kota Surakarta, Jawa Tengah;JAWA TENGAH;;Indonesia;89626421230;-75.647.541;1.107.943.379;https://maps.google.com/?cid=0x0:0xff0e697709d6028;;
supermarket bangunan;Toko Bahan Bangunan;Toko Bangunan Jajar;Jl. Basuki Rahmat No.33, Jajar, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57144;Jajar, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57144;Indonesia;82260870652;-75.566.825;1.107.885.273;https://maps.google.com/?cid=0x0:0x31d15e4da748fa7c;;
supermarket bangunan;Toko Bahan Bangunan;TB. Intan Makmur;Jl. Basuki Rahmat No.37, Kerten, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57143;Kerten, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57143;Indonesia;85101818031;-75.565.281;1.107.882.929;https://maps.google.com/?cid=0x0:0xfaf7a4668d81cd51;;
supermarket bangunan;Toko Bahan Bangunan;Toko Bangunan Sido Muncul;Jl. Slamet Riyadi No.478, Purwosari, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57142;Purwosari, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57142;Indonesia;8977898900;-75.625.341;1.107.972.352;https://maps.google.com/?cid=0x0:0xf3f1e4842010e5af;;
supermarket bangunan;Toko Bahan Bangunan;Toko Bangunan Polaris;Jl. A. Yani No.207, Manahan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57126;Manahan, Kec. Banjarsari, Kota Surakarta;JAWA TENGAH;57126;Indonesia;271717562;-75.559.973;1.107.970.926;https://maps.google.com/?cid=0x0:0x530ab2f1c0605438;;
supermarket bangunan;Toko Batu;Sumber Wijaya batu alam;Jl. A. Yani No.389, Kerten, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57143;Kerten, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57143;Indonesia;81288059898;-75.588.787;1.107.933.646;https://maps.google.com/?cid=0x0:0x8e6a34b09333c5c4;;
supermarket bangunan;Toko Bahan Bangunan;TB. PANORAMA SOLO;Jl. Veteran No.100, Gajahan, Kec. Ps. Kliwon, Kota Surakarta, Jawa Tengah 57156;Gajahan, Kec. Ps. Kliwon, Kota Surakarta;JAWA TENGAH;57156;Indonesia;271652345;-75.825;1.108.225;https://maps.google.com/?cid=0x0:0x58640de750d919e1;;
supermarket bangunan;Toko Bahan Bangunan;Toko besi Sidolaris;Jl. Hasanudin No.12 B, Purwosari, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57142;Purwosari, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57142;Indonesia;;-75.621.436;1.107.996.511;https://maps.google.com/?cid=0x0:0xe14e92bdf3ffe47e;;
supermarket bangunan;Toko Batu;UD TUNAS KARYA;Kerten, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57143;Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57143;Indonesia;89649756110;-75.561.895;1.107.971.708;https://maps.google.com/?cid=0x0:0xaab11c0877968b48;;
supermarket bangunan;Toko Bahan Bangunan;Toko Bangunan Jati Baru;Jl. Baturan Raya, Baturan, Kec. Colomadu, Kota Surakarta, Jawa Tengah 57171;Baturan, Kec. Colomadu, Kota Surakarta;JAWA TENGAH;57171;Indonesia;;-7.542.865;110.785.645;https://maps.google.com/?cid=0x0:0xe0b9c22d657b0ead;;
supermarket bangunan;Toko Bahan Bangunan;Karya Baru. CV;JL Jenderal Ahmad Yani, 407 RT 001/01, Laweyan, Solo, 57145, Pajang, Laweyan, Surakarta City, Central Java 57146;Laweyan, Solo,;JAWA TENGAH;57145;Indonesia;271716905;-75.590.157;1.107.842.892;https://maps.google.com/?cid=0x0:0x30a45861a9a90794;;
supermarket bangunan;Toko Bahan Bangunan;KENCANA MULYA;Jl. Profesor DR. Soeharso No.51, Jajar, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57144;Jajar, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57144;Indonesia;81227165919;-75.546.909;1.107.867.477;https://maps.google.com/?cid=0x0:0xa39b3c81cc5109ff;;
supermarket bangunan;Toko Cat;Toko Cat Warna Abadi Kerten;Jl. A. Yani No.381, Kerten, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57143;Kerten, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57143;Indonesia;87822557966;-75.582.058;1.107.944.312;https://maps.google.com/?cid=0x0:0x72d611e4ff53d1ed;;
supermarket bangunan;Toko Bahan Bangunan;Toko Bangunan Estella;Jl. Ir. Juanda No.244, Pucangsawit, Kec. Jebres, Kota Surakarta, Jawa Tengah 57125;Pucangsawit, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57125;Indonesia;81904542626;-75.698.114;1.108.505.992;https://maps.google.com/?cid=0x0:0xc59e680ceb33f0f;;
supermarket bangunan;Toko Perlengkapan Rumah;MR.DIY;Solo Square, Jl. Slamet Riyadi No.451-455 2, Unit No. 12 B-C, Pajang, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57146;Jl. Slamet Riyadi No.451-455 2, Unit No. 12 B-C, Pajang, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57146;Indonesia;2130022789;-7.561.326;1.107.884.237;https://maps.google.com/?cid=0x0:0xee853a99955c070a;;
supermarket bangunan;Toko Bahan Bangunan;Toko Bangunan Jajar;Jl. Basuki Rahmat No.33, Jajar, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57144;Jajar, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57144;Indonesia;82260870652;-75.566.825;1.107.885.273;https://maps.google.com/?cid=0x0:0x31d15e4da748fa7c;;
supermarket bangunan;Toko Bahan Bangunan;TB. PANORAMA SOLO;Jl. Veteran No.100, Gajahan, Kec. Ps. Kliwon, Kota Surakarta, Jawa Tengah 57156;Gajahan, Kec. Ps. Kliwon, Kota Surakarta;JAWA TENGAH;57156;Indonesia;271652345;-75.825;1.108.225;https://maps.google.com/?cid=0x0:0x58640de750d919e1;;
supermarket bangunan;Toko Bahan Bangunan;MAJU LESTARI;Jl. Slamet Riyadi No.616, Jajar, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57144;Jajar, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57144;Indonesia;271717278;-7.557.938;110.782.771;https://maps.google.com/?cid=0x0:0x657cbff8f14653;;
supermarket bangunan;Toko Bahan Bangunan;Toko Bangunan Sido Muncul;Jl. Slamet Riyadi No.478, Purwosari, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57142;Purwosari, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57142;Indonesia;8977898900;-75.625.341;1.107.972.352;https://maps.google.com/?cid=0x0:0xf3f1e4842010e5af;;
supermarket bangunan;Toko Bahan Bangunan;TB. LESTARI ALAM;Jl. Dr. Rajiman No.645, Pajang, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57146;Pajang, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57146;Indonesia;271711923;-7.568.523;110.788.532;https://maps.google.com/?cid=0x0:0xbe6faa54fe166974;;
supermarket bangunan;Toko Bahan Bangunan;Mitra10 Solo Baru;Jl. Sidoluhur No.6, Ngruki, Cemani, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552;Ngruki, Cemani, Kec. Grogol, Kabupaten Sukoharjo;JAWA TENGAH;57552;Indonesia;87800021010;-75.893.691;1.108.173.517;https://maps.google.com/?cid=0x0:0xaa4a8945732b3255;;
supermarket bangunan;Toko Bahan Bangunan;Toko Bangunan Polaris;Jl. A. Yani No.207, Manahan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57126;Manahan, Kec. Banjarsari, Kota Surakarta;JAWA TENGAH;57126;Indonesia;271717562;-75.559.973;1.107.970.926;https://maps.google.com/?cid=0x0:0x530ab2f1c0605438;;
supermarket bangunan;Toko Bahan Bangunan;KENCANA MULYA;Jl. Profesor DR. Soeharso No.51, Jajar, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57144;Jajar, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57144;Indonesia;81227165919;-75.546.909;1.107.867.477;https://maps.google.com/?cid=0x0:0xa39b3c81cc5109ff;;
supermarket bangunan;Toko Bahan Bangunan;Tb summa;Jl. A. Yani No.372F, Dusun II, Makamhaji, Kec. Kartasura, Kabupaten Sukoharjo, Jawa Tengah 57161;Dusun II, Makamhaji, Kec. Kartasura, Kabupaten Sukoharjo;JAWA TENGAH;57161;Indonesia;;-75.577.803;1.107.778.652;https://maps.google.com/?cid=0x0:0x2f2dc30019d8f4da;;
supermarket bangunan;Toko Bahan Bangunan;Toko Bangunan Jati Baru;Jl. Baturan Raya, Baturan, Kec. Colomadu, Kota Surakarta, Jawa Tengah 57171;Baturan, Kec. Colomadu, Kota Surakarta;JAWA TENGAH;57171;Indonesia;;-7.542.865;110.785.645;https://maps.google.com/?cid=0x0:0xe0b9c22d657b0ead;;
supermarket bangunan;Toko Bahan Bangunan;Toko Besi dan bangunan summa;Jl. A. Yani No.356, Dusun II, Makamhaji, Kec. Kartasura, Kabupaten Sukoharjo, Jawa Tengah 57161;Dusun II, Makamhaji, Kec. Kartasura, Kabupaten Sukoharjo;JAWA TENGAH;57161;Indonesia;;-75.578.899;1.107.775.533;https://maps.google.com/?cid=0x0:0x959795844dec8e62;;
supermarket bangunan;Toko Bahan Bangunan;Toko Bangunan Estella;Jl. Ir. Juanda No.244, Pucangsawit, Kec. Jebres, Kota Surakarta, Jawa Tengah 57125;Pucangsawit, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57125;Indonesia;81904542626;-75.698.114;1.108.505.992;https://maps.google.com/?cid=0x0:0xc59e680ceb33f0f;;
supermarket bangunan;Toko Bahan Bangunan;"Sri Wahyu""""";Jl. Adi Sucipto No.178, Karangasem, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57144;Karangasem, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57144;Indonesia;271711349;-75.474.235;1.107.805.734;https://maps.google.com/?cid=0x0:0xfb917177ebc4abcd;;
supermarket bangunan;Toko Bahan Bangunan;Toko Bahan Bangunan;CR8G+H2G, Jl. Veteran, Danukusuman, Kec. Serengan, Kota Surakarta, Jawa Tengah 57156;Jl. Veteran, Danukusuman, Kec. Serengan, Kota Surakarta;JAWA TENGAH;57156;Indonesia;;-75.835.558;1.108.250.905;https://maps.google.com/?cid=0x0:0xb4ea5d7859d16831;;
supermarket bangunan;Toko Bahan Bangunan;Toko Bangunan Jajar;Jl. Basuki Rahmat No.33, Jajar, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57144;Jajar, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57144;Indonesia;82260870652;-75.566.825;1.107.885.273;https://maps.google.com/?cid=0x0:0x31d15e4da748fa7c;;
supermarket bangunan;Toko Bahan Bangunan;Toko Bangunan Sido Muncul;Jl. Slamet Riyadi No.478, Purwosari, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57142;Purwosari, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57142;Indonesia;8977898900;-75.625.341;1.107.972.352;https://maps.google.com/?cid=0x0:0xf3f1e4842010e5af;;
supermarket bangunan;Toko Bahan Bangunan;Tb summa;Jl. A. Yani No.372F, Dusun II, Makamhaji, Kec. Kartasura, Kabupaten Sukoharjo, Jawa Tengah 57161;Dusun II, Makamhaji, Kec. Kartasura, Kabupaten Sukoharjo;JAWA TENGAH;57161;Indonesia;;-75.577.803;1.107.778.652;https://maps.google.com/?cid=0x0:0x2f2dc30019d8f4da;;
supermarket bangunan;Toko Bahan Bangunan;Toko Besi dan bangunan summa;Jl. A. Yani No.356, Dusun II, Makamhaji, Kec. Kartasura, Kabupaten Sukoharjo, Jawa Tengah 57161;Dusun II, Makamhaji, Kec. Kartasura, Kabupaten Sukoharjo;JAWA TENGAH;57161;Indonesia;;-75.578.899;1.107.775.533;https://maps.google.com/?cid=0x0:0x959795844dec8e62;;
supermarket bangunan;Toko Bahan Bangunan;Karya Baru. CV;JL Jenderal Ahmad Yani, 407 RT 001/01, Laweyan, Solo, 57145, Pajang, Laweyan, Surakarta City, Central Java 57146;Laweyan, Solo,;JAWA TENGAH;57145;Indonesia;271716905;-75.590.157;1.107.842.892;https://maps.google.com/?cid=0x0:0x30a45861a9a90794;;
supermarket bangunan;Toko Bahan Bangunan;TB. Intan Makmur;Jl. Basuki Rahmat No.37, Kerten, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57143;Kerten, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57143;Indonesia;85101818031;-75.565.281;1.107.882.929;https://maps.google.com/?cid=0x0:0xfaf7a4668d81cd51;;
supermarket bangunan;Toko Bahan Bangunan;Toko Bangunan Jati Baru;Jl. Baturan Raya, Baturan, Kec. Colomadu, Kota Surakarta, Jawa Tengah 57171;Baturan, Kec. Colomadu, Kota Surakarta;JAWA TENGAH;57171;Indonesia;;-7.542.865;110.785.645;https://maps.google.com/?cid=0x0:0xe0b9c22d657b0ead;;
supermarket bangunan;Toko Bahan Bangunan;"Sri Wahyu""""";Jl. Adi Sucipto No.178, Karangasem, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57144;Karangasem, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57144;Indonesia;271711349;-75.474.235;1.107.805.734;https://maps.google.com/?cid=0x0:0xfb917177ebc4abcd;;
supermarket bangunan;Toko Perlengkapan Rumah;Gunung Jati. PT;JL Laksda Adisucipto, 50-A, Solo, 57174, Karangasem, Laweyan, Surakarta City, Central Java 57145;Solo,;JAWA TENGAH;57174;Indonesia;271727788;-7.547.571;110.781.841;https://maps.google.com/?cid=0x0:0xba3aeaa3cb52a41a;;
supermarket bangunan;Toko Bahan Bangunan;TB. PANORAMA SOLO;Jl. Veteran No.100, Gajahan, Kec. Ps. Kliwon, Kota Surakarta, Jawa Tengah 57156;Gajahan, Kec. Ps. Kliwon, Kota Surakarta;JAWA TENGAH;57156;Indonesia;271652345;-75.825;1.108.225;https://maps.google.com/?cid=0x0:0x58640de750d919e1;;
supermarket bangunan;Toko Bahan Bangunan;Toko Bangunan Polaris;Jl. A. Yani No.207, Manahan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57126;Manahan, Kec. Banjarsari, Kota Surakarta;JAWA TENGAH;57126;Indonesia;271717562;-75.559.973;1.107.970.926;https://maps.google.com/?cid=0x0:0x530ab2f1c0605438;;
supermarket bangunan;Toko Bahan Bangunan;Toko Besi Lima;CQWH+VC7, Jl. Cermai Raya, Karangasem, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57145;Jl. Cermai Raya, Karangasem, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57145;Indonesia;;-75.528.376;1.107.785.515;https://maps.google.com/?cid=0x0:0xc0507db00e9cd8a;;
supermarket bangunan;Toko Bahan Bangunan;Mitra10 Solo Baru;Jl. Sidoluhur No.6, Ngruki, Cemani, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552;Ngruki, Cemani, Kec. Grogol, Kabupaten Sukoharjo;JAWA TENGAH;57552;Indonesia;87800021010;-75.893.691;1.108.173.517;https://maps.google.com/?cid=0x0:0xaa4a8945732b3255;;
supermarket bangunan;Toko Bahan Bangunan;Toko Bangunan Estella;Jl. Ir. Juanda No.244, Pucangsawit, Kec. Jebres, Kota Surakarta, Jawa Tengah 57125;Pucangsawit, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57125;Indonesia;81904542626;-75.698.114;1.108.505.992;https://maps.google.com/?cid=0x0:0xc59e680ceb33f0f;;
supermarket bangunan;Toko Bahan Bangunan;TB. LESTARI ALAM;Jl. Dr. Rajiman No.645, Pajang, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57146;Pajang, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57146;Indonesia;271711923;-7.568.523;110.788.532;https://maps.google.com/?cid=0x0:0xbe6faa54fe166974;;
supermarket bangunan;Toko Bahan Bangunan;Toko Bangunan Jajar;Jl. Basuki Rahmat No.33, Jajar, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57144;Jajar, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57144;Indonesia;82260870652;-75.566.825;1.107.885.273;https://maps.google.com/?cid=0x0:0x31d15e4da748fa7c;;
supermarket bangunan;Toko Bahan Bangunan;Toko Bangunan Sido Muncul;Jl. Slamet Riyadi No.478, Purwosari, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57142;Purwosari, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57142;Indonesia;8977898900;-75.625.341;1.107.972.352;https://maps.google.com/?cid=0x0:0xf3f1e4842010e5af;;
supermarket bangunan;Toko Bahan Bangunan;TB belimbing jaya;Suronalan, RT.05/RW.08, Pajang, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57146;RT.05/RW.08, Pajang, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57146;Indonesia;;-7.564.967;11.078.594;https://maps.google.com/?cid=0x0:0xe9b1f436e141f6b3;;
supermarket bangunan;Bangunan Bersejarah;Toko Bangunan TUGU LILIN BARU;Jl. Joko Tingkir No.1, Pajang, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57146;Pajang, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57146;Indonesia;271712683;-75.681.628;1.107.838.261;https://maps.google.com/?cid=0x0:0x379a8b5a8dd4a9ae;;
supermarket bangunan;Toko Bahan Bangunan;MAJU LESTARI;Jl. Slamet Riyadi No.616, Jajar, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57144;Jajar, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57144;Indonesia;271717278;-7.557.938;110.782.771;https://maps.google.com/?cid=0x0:0x657cbff8f14653;;
supermarket bangunan;Toko Bahan Bangunan;TB. Intan Makmur;Jl. Basuki Rahmat No.37, Kerten, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57143;Kerten, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57143;Indonesia;85101818031;-75.565.281;1.107.882.929;https://maps.google.com/?cid=0x0:0xfaf7a4668d81cd51;;
supermarket bangunan;Toko Perlengkapan Rumah;Tb. Abadi Jaya;Jl. Agus Salim No.20, RT.03/RW.15, Sondakan, Kec. Laweyan, Kota Surakarta, Jawa Tengah;Kota Surakarta, Jawa Tengah;JAWA TENGAH;;Indonesia;89626421230;-75.647.541;1.107.943.379;https://maps.google.com/?cid=0x0:0xff0e697709d6028;;
supermarket bangunan;Toko Bahan Bangunan;Tb summa;Jl. A. Yani No.372F, Dusun II, Makamhaji, Kec. Kartasura, Kabupaten Sukoharjo, Jawa Tengah 57161;Dusun II, Makamhaji, Kec. Kartasura, Kabupaten Sukoharjo;JAWA TENGAH;57161;Indonesia;;-75.577.803;1.107.778.652;https://maps.google.com/?cid=0x0:0x2f2dc30019d8f4da;;
supermarket bangunan;Toko Bahan Bangunan;CATUR PUTRA MATERIAL;Jl. Gondosuli Selatan, Pajang, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57146;Pajang, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57146;Indonesia;85725610614;-75.725.416;1.107.872.067;https://maps.google.com/?cid=0x0:0x932cd99fd46e97b1;;
supermarket bangunan;Toko Bahan Bangunan;Karya Baru. CV;JL Jenderal Ahmad Yani, 407 RT 001/01, Laweyan, Solo, 57145, Pajang, Laweyan, Surakarta City, Central Java 57146;Laweyan, Solo,;JAWA TENGAH;57145;Indonesia;271716905;-75.590.157;1.107.842.892;https://maps.google.com/?cid=0x0:0x30a45861a9a90794;;
supermarket bangunan;Toko Bahan Bangunan;Panoramart Pajang;Jl. Makam H. No.450, Dusun I, Makamhaji, Kec. Kartasura, Kabupaten Sukoharjo, Jawa Tengah 57161;Dusun I, Makamhaji, Kec. Kartasura, Kabupaten Sukoharjo;JAWA TENGAH;57161;Indonesia;81233084407;-7.567.535;110.781.764;https://maps.google.com/?cid=0x0:0xac776899a231ac53;;
supermarket bangunan;Toko Bahan Bangunan;TB. PANORAMA SOLO;Jl. Veteran No.100, Gajahan, Kec. Ps. Kliwon, Kota Surakarta, Jawa Tengah 57156;Gajahan, Kec. Ps. Kliwon, Kota Surakarta;JAWA TENGAH;57156;Indonesia;271652345;-75.825;1.108.225;https://maps.google.com/?cid=0x0:0x58640de750d919e1;;
supermarket bangunan;Pasar bahan bangunan;Rojo Express Pajang;Jl. Dr. Rajiman No.672, Pajang, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57146;Pajang, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57146;Indonesia;89512450510;-75.675.769;11.078.379;https://maps.google.com/?cid=0x0:0xf5bcc506669120eb;;
supermarket bangunan;Toko Bahan Bangunan;TB. LESTARI ALAM;Jl. Dr. Rajiman No.645, Pajang, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57146;Pajang, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57146;Indonesia;271711923;-7.568.523;110.788.532;https://maps.google.com/?cid=0x0:0xbe6faa54fe166974;;
supermarket bangunan;Toko Bahan Bangunan;Toko Bangunan Sido Muncul;Jl. Slamet Riyadi No.478, Purwosari, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57142;Purwosari, Kec. Laweyan, Kota Surakarta;JAWA TENGAH;57142;Indonesia;8977898900;-75.625.341;1.107.972.352;https://maps.google.com/?cid=0x0:0xf3f1e4842010e5af;;
