Category;Real Category;Business Name;Address;City;State;Postal Code;Country;Phone;Email;Website;Latitude;Longitude;Map Link;Details Link;;
hotel;hotel;N/A;;;PAPUA;;Indonesia;;;;;;https://maps.google.com/?cid=0x0:0xb5a37f1e4d342823%7C/g/1ptydqp1p%7Cen-ID;;;
hotel;hotel;Hotel D' Prima;"Jl. Mega Kuningan Timur II No.1, Kuningan, Kuningan Tim., Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950";"Kuningan, Kuningan Tim., Kecamatan Setiabudi, Kota Jakarta Selatan";PAPUA;12950;Indonesia;02129201234;;;-62.285.905;1.068.282.792;https://maps.google.com/?cid=0x0:0xb5a37f1e4d342823;;;
hotel;hotel;Hotel Rasuna Icon;"Jl. Karet Pedurenan No.3, RT.6/RW.7, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940";"RT.6/RW.7, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan";PAPUA;12940;Indonesia;0215201642;;;-62.207.481;1.068.291.792;https://maps.google.com/?cid=0x0:0x96ed03281906a8bb;;;
hotel;hotel;N/A;;;PAPUA;;Indonesia;;;;;;https://maps.google.com/?cid=0x0:0x96ed03281906a8bb%7C/g/1w3sx3cl%7Cen-ID;;;
hotel;hotel;ARTOTEL Casa Kuningan;"Jl. Denpasar Raya, RT.8/RW.3, Kuningan, Kuningan Tim., Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950";"RT.8/RW.3, Kuningan, Kuningan Tim., Kecamatan Setiabudi, Kota Jakarta Selatan";PAPUA;12950;Indonesia;08111539539;;;-62.347.461;1.068.268.999;https://maps.google.com/?cid=0x0:0xb27da9c90bfeec74;;;
hotel;hotel;Kec. Uwapa;"Kabupaten Nabire, Papua";"Kabupaten Nabire, Papua";PAPUA;;Indonesia;;;;-34.934.897;1.356.011.219;https://maps.google.com/?cid=0x0:0xf3ac50aafb6ae879;;;
hotel;hotel;Hotel Grand Papua Nabire;"Jln christina martha tiahahu No.gang, Kalibobo, Klp. Dua, Kabupaten Nabire, Papua 98818";"Kalibobo, Klp. Dua, Kabupaten Nabire";PAPUA;98818;Indonesia;0811485907;;;-33.671.756;1.354.846.675;https://maps.google.com/?cid=0x0:0x3f34c171d042cba3;;;
hotel;hotel;Yahor inn Hotel Nabire;"Jl. Mandala, Kalibobo, Distrik Nabire, Kabupaten Nabire, Papua 98818";"Kalibobo, Distrik Nabire, Kabupaten Nabire";PAPUA;98818;Indonesia;08219092030;;;-33.751.714;1.354.774.701;https://maps.google.com/?cid=0x0:0x9aa5dbef6e871c35;;;
hotel;hotel;Hotel Sahid Papua;"Jl. Klp. 2 No.18, Entrop, Distrik Jayapura Selatan, Kota Jayapura, Papua 99221";"Entrop, Distrik Jayapura Selatan, Kota Jayapura";PAPUA;99221;Indonesia;0811481167;;;-25.661.461;1.406.996.539;https://maps.google.com/?cid=0x0:0x9c8a2fd141b3aa33;;;
hotel;hotel;N/A;;;PAPUA;;Indonesia;;;;;;https://maps.google.com/?cid=0x0:0x9c8a2fd141b3aa33%7C/g/11b73kkp76%7Cen-ID;;;
hotel;hotel;Hotel Karya Papua;"JGX6+2PM, Jl. R.E. Martadinata Kalinona, Nabarua, Distrik Nabire, Papua 98816";"Jl. R.E. Martadinata Kalinona, Nabarua, Distrik Nabire";PAPUA;98816;Indonesia;082164655697;;;-33.524.082;1.355.118.114;https://maps.google.com/?cid=0x0:0x8196bf4b8aafbb3f;;;
hotel;hotel;Asana Biak Papua;"Jl. M Yamin No.04, Mandala, Kec. Biak Kota, Kabupaten Biak Numfor, Papua 98111";"Mandala, Kec. Biak Kota, Kabupaten Biak Numfor";PAPUA;98111;Indonesia;08114743111;;;-11.918.619;1.361.049.095;https://maps.google.com/?cid=0x0:0x94321ded15c5a4a3;;;
hotel;hotel;Hotel JDF;"Jl. Semarang No.02, Kel, Karang Mulia, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Kel, Karang Mulia, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;081248488859;;;-33.696.625;1.355.079.779;https://maps.google.com/?cid=0x0:0x7fa86e7c6f8973c8;;;
hotel;hotel;Hotel Mahavira I;"Karang Mulia, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;;;;-33.731.863;1.355.098.879;https://maps.google.com/?cid=0x0:0xeffead9206fb0816;;;
hotel;hotel;Hotel Getz Nabire;"Jl. Merdeka No.16 I, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua 98816";"Oyehe, Distrik Nabire, Kabupaten Nabire";PAPUA;98816;Indonesia;081247569189;;;-33.601.669;1.355.007.178;https://maps.google.com/?cid=0x0:0xf8bbcc7a50b817c6;;;
hotel;hotel;Hotel Anggrek;"Jl. Pepera No.22, Karang Mulia, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Karang Mulia, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;081240315254;;;-33.662.236;1.355.003.587;https://maps.google.com/?cid=0x0:0x25fa928b6152fe40;;;
hotel;hotel;Hotel Nusantara I;"JFPX+MRC, Jl. Pemuda, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Jl. Pemuda, Oyehe, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;085256237485;;;-33.633.214;1.354.995.024;https://maps.google.com/?cid=0x0:0x162e5c690304da00;;;
hotel;hotel;D'Flow Homestay;"MHP5+379, Sanoba, Distrik Nabire, Kabupaten Nabire, Papua 98817";"Sanoba, Distrik Nabire, Kabupaten Nabire";PAPUA;98817;Indonesia;081248439983;;;-33.138.203;1.355.592.486;https://maps.google.com/?cid=0x0:0x67d487753ac845e;;;
hotel;hotel;Nabire;"Karang Mulia, Distrik Nabire, Kabupaten Nabire, Papua";"Kabupaten Nabire, Papua";PAPUA;;Indonesia;;;;-33.722.254;1.355.016.253;https://maps.google.com/?cid=0x0:0x3688f97d328ce7f;;;
hotel;hotel;Homestay Naura;"Jl Poros Samabusa (Depan SD Sanoba 1, Siriwini, Distrik Nabire, Kabupaten Nabire, Papua 98816";"Siriwini, Distrik Nabire, Kabupaten Nabire";PAPUA;98816;Indonesia;082141223746;;;-33.399.596;1.355.353.488;https://maps.google.com/?cid=0x0:0xf9fb0576de8cf0e0;;;
hotel;hotel;Hotel Maureen;"46GR+P4R, Jl. Sudirman, Serui Kota, Kec. Yapen Sel., Kabupaten Kepulauan Yapen, Papua 98213";"Jl. Sudirman, Serui Kota, Kec. Yapen Sel., Kabupaten Kepulauan Yapen";PAPUA;98213;Indonesia;081354165909;;;-18.731.433;1.362.401.965;https://maps.google.com/?cid=0x0:0xb028b61c6c000d80;;;
hotel;hotel;Hotel Merpati;"Jl. Yos Sudarso, Serui Kota, Kec. Yapen Sel., Kabupaten Kepulauan Yapen, Papua 98215";"Serui Kota, Kec. Yapen Sel., Kabupaten Kepulauan Yapen";PAPUA;98215;Indonesia;082359590808;;;-1.884.878;1.362.444.474;https://maps.google.com/?cid=0x0:0xe3554649eda8754d;;;
hotel;hotel;Kamusioh Guesthouse;"Jalan nyiur, 4. Malompo,, Nabarua, Distrik Nabire, Kabupaten Nabire, Papua 98816";"4. Malompo,, Nabarua, Distrik Nabire, Kabupaten Nabire";PAPUA;98816;Indonesia;;;;-33.492.309;1.355.137.239;https://maps.google.com/?cid=0x0:0x7213d70ef2355fba;;;
hotel;hotel;Hotel Mapia;"Jl. Jend. Ahmad Yani No.23, Mandala, Kec. Biak Kota, Kabupaten Biak Numfor, Papua 98111";"Mandala, Kec. Biak Kota, Kabupaten Biak Numfor";PAPUA;98111;Indonesia;098121383;;;-11.848.375;1.360.856.602;https://maps.google.com/?cid=0x0:0x15f6e40202cd7120;;;
hotel;hotel;Hotel Manna;"Jl. Imam Bonjol, Fandoi, Biak Papua, Kabupaten Biak Numfor, Papua 98112";"Fandoi, Biak Papua, Kabupaten Biak Numfor";PAPUA;98112;Indonesia;098122224;;;-11.808.075;1.360.821.667;https://maps.google.com/?cid=0x0:0x58ba27a7cb3a5bd6;;;
hotel;hotel;"Swiss-Belhotel Jayapura, Papua";"Pusat Bisnis Jayapura, Jl. Pacific Permai, Bayangkara, Kec. Jayapura Utara, Kota Jayapura, Papua 99112";"Jl. Pacific Permai, Bayangkara, Kec. Jayapura Utara, Kota Jayapura";PAPUA;99112;Indonesia;0967551888;;;-2.539.046;140.711.573;https://maps.google.com/?cid=0x0:0xbd14f75af0c6e48b;;;
hotel;hotel;N/A;;;PAPUA;;Indonesia;;;;;;https://maps.google.com/?cid=0x0:0xbd14f75af0c6e48b%7C/g/120xv389%7Cen-ID;;;
hotel;hotel;Kec. Wanggar;"Kabupaten Nabire, Papua";"Kabupaten Nabire, Papua";PAPUA;;Indonesia;;;;-34.160.182;1.353.455.509;https://maps.google.com/?cid=0x0:0xcc45b966eafe7ae3;;;
hotel;hotel;Hotel Grand Papua Nabire;"Jln christina martha tiahahu No.gang, Kalibobo, Klp. Dua, Kabupaten Nabire, Papua 98818";"Kalibobo, Klp. Dua, Kabupaten Nabire";PAPUA;98818;Indonesia;0811485907;;;-33.671.756;1.354.846.675;https://maps.google.com/?cid=0x0:0x3f34c171d042cba3;;;
hotel;hotel;Yahor inn Hotel Nabire;"Jl. Mandala, Kalibobo, Distrik Nabire, Kabupaten Nabire, Papua 98818";"Kalibobo, Distrik Nabire, Kabupaten Nabire";PAPUA;98818;Indonesia;08219092030;;;-33.751.714;1.354.774.701;https://maps.google.com/?cid=0x0:0x9aa5dbef6e871c35;;;
hotel;hotel;Hotel Karya Papua;"JGX6+2PM, Jl. R.E. Martadinata Kalinona, Nabarua, Distrik Nabire, Papua 98816";"Jl. R.E. Martadinata Kalinona, Nabarua, Distrik Nabire";PAPUA;98816;Indonesia;082164655697;;;-33.524.082;1.355.118.114;https://maps.google.com/?cid=0x0:0x8196bf4b8aafbb3f;;;
hotel;hotel;Hotel Mahavira I;"Karang Mulia, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;;;;-33.731.863;1.355.098.879;https://maps.google.com/?cid=0x0:0xeffead9206fb0816;;;
hotel;hotel;Hotel JDF;"Jl. Semarang No.02, Kel, Karang Mulia, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Kel, Karang Mulia, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;081248488859;;;-33.696.625;1.355.079.779;https://maps.google.com/?cid=0x0:0x7fa86e7c6f8973c8;;;
hotel;hotel;Hotel Getz Nabire;"Jl. Merdeka No.16 I, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua 98816";"Oyehe, Distrik Nabire, Kabupaten Nabire";PAPUA;98816;Indonesia;081247569189;;;-33.601.669;1.355.007.178;https://maps.google.com/?cid=0x0:0xf8bbcc7a50b817c6;;;
hotel;hotel;Hotel Anggrek;"Jl. Pepera No.22, Karang Mulia, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Karang Mulia, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;081240315254;;;-33.662.236;1.355.003.587;https://maps.google.com/?cid=0x0:0x25fa928b6152fe40;;;
hotel;hotel;Hotel Nusantara I;"JFPX+MRC, Jl. Pemuda, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Jl. Pemuda, Oyehe, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;085256237485;;;-33.633.214;1.354.995.024;https://maps.google.com/?cid=0x0:0x162e5c690304da00;;;
hotel;hotel;Nabire;"Karang Mulia, Distrik Nabire, Kabupaten Nabire, Papua";"Kabupaten Nabire, Papua";PAPUA;;Indonesia;;;;-33.722.254;1.355.016.253;https://maps.google.com/?cid=0x0:0x3688f97d328ce7f;;;
hotel;hotel;Homestay Naura;"Jl Poros Samabusa (Depan SD Sanoba 1, Siriwini, Distrik Nabire, Kabupaten Nabire, Papua 98816";"Siriwini, Distrik Nabire, Kabupaten Nabire";PAPUA;98816;Indonesia;082141223746;;;-33.399.596;1.355.353.488;https://maps.google.com/?cid=0x0:0xf9fb0576de8cf0e0;;;
hotel;hotel;D'Flow Homestay;"MHP5+379, Sanoba, Distrik Nabire, Kabupaten Nabire, Papua 98817";"Sanoba, Distrik Nabire, Kabupaten Nabire";PAPUA;98817;Indonesia;081248439983;;;-33.138.203;1.355.592.486;https://maps.google.com/?cid=0x0:0x67d487753ac845e;;;
hotel;hotel;Hotel Maureen;"46GR+P4R, Jl. Sudirman, Serui Kota, Kec. Yapen Sel., Kabupaten Kepulauan Yapen, Papua 98213";"Jl. Sudirman, Serui Kota, Kec. Yapen Sel., Kabupaten Kepulauan Yapen";PAPUA;98213;Indonesia;081354165909;;;-18.731.433;1.362.401.965;https://maps.google.com/?cid=0x0:0xb028b61c6c000d80;;;
hotel;hotel;Kamusioh Guesthouse;"Jalan nyiur, 4. Malompo,, Nabarua, Distrik Nabire, Kabupaten Nabire, Papua 98816";"4. Malompo,, Nabarua, Distrik Nabire, Kabupaten Nabire";PAPUA;98816;Indonesia;;;;-33.492.309;1.355.137.239;https://maps.google.com/?cid=0x0:0x7213d70ef2355fba;;;
hotel;hotel;HOTEL Timika Indah Papua;"Jl. Jend. Ahmad Yani, Kwamki, Kec. Mimika Baru, Kabupaten Mimika, Papua 99910";"Kwamki, Kec. Mimika Baru, Kabupaten Mimika";PAPUA;99910;Indonesia;08114900888;;;-45.450.918;1.368.950.181;https://maps.google.com/?cid=0x0:0x678db0783377d5c6;;;
hotel;hotel;Penginapan Paparisa Amungsa;"Koperapoka, Kec. Mimika Baru, Kabupaten Mimika, Papua 99971";"Kec. Mimika Baru, Kabupaten Mimika";PAPUA;99971;Indonesia;081343206383;;;-45.385.795;1.368.755.667;https://maps.google.com/?cid=0x0:0xfd07a1d4446c8f23;;;
hotel;hotel;Papua 98763;"Kabupaten Paniai, Papua";"Kabupaten Paniai, Papua";PAPUA;;Indonesia;;;;-37.991.853;1.363.049.196;https://maps.google.com/?cid=0x0:0x8e322f542c113cfe;;;
hotel;hotel;Hotel Sahid Papua;"Jl. Klp. 2 No.18, Entrop, Distrik Jayapura Selatan, Kota Jayapura, Papua 99221";"Entrop, Distrik Jayapura Selatan, Kota Jayapura";PAPUA;99221;Indonesia;0811481167;;;-25.661.461;1.406.996.539;https://maps.google.com/?cid=0x0:0x9c8a2fd141b3aa33;;;
hotel;hotel;N/A;;;PAPUA;;Indonesia;;;;;;https://maps.google.com/?cid=0x0:0x9c8a2fd141b3aa33%7C/g/11b73kkp76%7Cen-ID;;;
hotel;hotel;Asana Biak Papua;"Jl. M Yamin No.04, Mandala, Kec. Biak Kota, Kabupaten Biak Numfor, Papua 98111";"Mandala, Kec. Biak Kota, Kabupaten Biak Numfor";PAPUA;98111;Indonesia;08114743111;;;-11.918.619;1.361.049.095;https://maps.google.com/?cid=0x0:0x94321ded15c5a4a3;;;
hotel;hotel;"Swiss-Belhotel Jayapura, Papua";"Pusat Bisnis Jayapura, Jl. Pacific Permai, Bayangkara, Kec. Jayapura Utara, Kota Jayapura, Papua 99112";"Jl. Pacific Permai, Bayangkara, Kec. Jayapura Utara, Kota Jayapura";PAPUA;99112;Indonesia;0967551888;;;-2.539.046;140.711.573;https://maps.google.com/?cid=0x0:0xbd14f75af0c6e48b;;;
hotel;hotel;N/A;;;PAPUA;;Indonesia;;;;;;https://maps.google.com/?cid=0x0:0xbd14f75af0c6e48b%7C/g/120xv389%7Cen-ID;;;
hotel;hotel;Hotel R6;"Jl.Cendrawasih SP2, Papua 99952";"Kabupaten Mimika, Papua";PAPUA;;Indonesia;082245112457;;;-4.538.464;1.368.691.429;https://maps.google.com/?cid=0x0:0xb392d58fbaabfb69;;;
hotel;hotel;Rimba Papua Hotel;"Jl. Kwamki Narama No. 1, Kwamki, Kec. Mimika Baru, Kabupaten Mimika, Papua 99971";"Kwamki, Kec. Mimika Baru, Kabupaten Mimika";PAPUA;99971;Indonesia;0901494949;;;-45.151.124;136.884.599;https://maps.google.com/?cid=0x0:0xa65056700db32492;;;
hotel;hotel;Hotel Karya Papua;"JGX6+2PM, Jl. R.E. Martadinata Kalinona, Nabarua, Distrik Nabire, Papua 98816";"Jl. R.E. Martadinata Kalinona, Nabarua, Distrik Nabire";PAPUA;98816;Indonesia;082164655697;;;-33.524.082;1.355.118.114;https://maps.google.com/?cid=0x0:0x8196bf4b8aafbb3f;;;
hotel;hotel;Horison Inn Relat Jayapura;"Jl. Pantai Klp. No.21 - 23, Argapura, Distrik Jayapura Selatan, Kota Jayapura, Papua";"Kota Jayapura, Papua";PAPUA;;Indonesia;09675160779;;;-25.537.101;1.407.148.929;https://maps.google.com/?cid=0x0:0xb98fc1bbb5c5c494;;;
hotel;hotel;Hotel Mahavira I;"Karang Mulia, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;;;;-33.731.863;1.355.098.879;https://maps.google.com/?cid=0x0:0xeffead9206fb0816;;;
hotel;hotel;BRILIAN HOME STAY;"Awabutu, Paniai Tim., Kabupaten Paniai, Papua 98726";"Paniai Tim., Kabupaten Paniai";PAPUA;98726;Indonesia;;;;-39.279.032;136.374.559;https://maps.google.com/?cid=0x0:0x7ec9835201b20301;;;
hotel;hotel;Hotel Maureen;"46GR+P4R, Jl. Sudirman, Serui Kota, Kec. Yapen Sel., Kabupaten Kepulauan Yapen, Papua 98213";"Jl. Sudirman, Serui Kota, Kec. Yapen Sel., Kabupaten Kepulauan Yapen";PAPUA;98213;Indonesia;081354165909;;;-18.731.433;1.362.401.965;https://maps.google.com/?cid=0x0:0xb028b61c6c000d80;;;
hotel;hotel;Hotel Merpati;"Jl. Yos Sudarso, Serui Kota, Kec. Yapen Sel., Kabupaten Kepulauan Yapen, Papua 98215";"Serui Kota, Kec. Yapen Sel., Kabupaten Kepulauan Yapen";PAPUA;98215;Indonesia;082359590808;;;-1.884.878;1.362.444.474;https://maps.google.com/?cid=0x0:0xe3554649eda8754d;;;
hotel;hotel;Hotel Rivior Sarmi;"4PVX+XHH, Sarmi, Kec. Sarmi, Kabupaten Sarmi, Papua 99373";"Sarmi, Kec. Sarmi, Kabupaten Sarmi";PAPUA;99373;Indonesia;081247768282;;;-18.550.507;1.387.489.752;https://maps.google.com/?cid=0x0:0x687222ae96a90f78;;;
hotel;hotel;Hotel Mutiara;"CM3C+873, Jl. Perkutut, Vim, Kec. Abepura, Kota Jayapura, Papua 99225";"Jl. Perkutut, Vim, Kec. Abepura, Kota Jayapura";PAPUA;99225;Indonesia;081348430963;;;-25.967.398;1.406.706.613;https://maps.google.com/?cid=0x0:0xb730b0fce1d80fe4;;;
hotel;hotel;Penginapan Paparisa Amungsa;"Koperapoka, Kec. Mimika Baru, Kabupaten Mimika, Papua 99971";"Kec. Mimika Baru, Kabupaten Mimika";PAPUA;99971;Indonesia;081343206383;;;-45.385.795;1.368.755.667;https://maps.google.com/?cid=0x0:0xfd07a1d4446c8f23;;;
hotel;hotel;Hotel Dafonsoro;"Jl. Percetakan Negara No.20-24, Gurabesi, Kec. Jayapura Utara, Kota Jayapura, Papua 99221";"Gurabesi, Kec. Jayapura Utara, Kota Jayapura";PAPUA;99221;Indonesia;085788877739;;;-25.406.973;1.407.041.061;https://maps.google.com/?cid=0x0:0xda20a7d826a77577;;;
hotel;hotel;Hotel Mapia;"Jl. Jend. Ahmad Yani No.23, Mandala, Kec. Biak Kota, Kabupaten Biak Numfor, Papua 98111";"Mandala, Kec. Biak Kota, Kabupaten Biak Numfor";PAPUA;98111;Indonesia;098121383;;;-11.848.375;1.360.856.602;https://maps.google.com/?cid=0x0:0x15f6e40202cd7120;;;
hotel;hotel;Hotel Marasi;"R445+X37, Jl. M Yamin, Ambroben, Kec. Biak Kota, Kabupaten Biak Numfor, Papua 98118";"Jl. M Yamin, Ambroben, Kec. Biak Kota, Kabupaten Biak Numfor";PAPUA;98118;Indonesia;;;;-1.192.595;1.361.076.812;https://maps.google.com/?cid=0x0:0x166c2b58a3cf153e;;;
hotel;hotel;Hotel Sawitto 1;"FV4V+3QV, Timika Jaya, Kec. Mimika Baru, Kabupaten Mimika, Papua 99971";"Timika Jaya, Kec. Mimika Baru, Kabupaten Mimika";PAPUA;99971;Indonesia;;;;-45.447.575;1.368.944.296;https://maps.google.com/?cid=0x0:0xa49800860bcb43de;;;
hotel;hotel;Penginapan Tigadara;"9JVV+QR6, Jl. Raya Abepura - Sentani, Hedam, Kec. Heram, Kota Jayapura, Papua 99351";"Jl. Raya Abepura - Sentani, Hedam, Kec. Heram, Kota Jayapura";PAPUA;99351;Indonesia;02129707601;;;-26.054.842;1.406.444.514;https://maps.google.com/?cid=0x0:0xfad88aa10fa4bd31;;;
hotel;hotel;Hotel Nusantara I;"JFPX+MRC, Jl. Pemuda, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Jl. Pemuda, Oyehe, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;085256237485;;;-33.633.214;1.354.995.024;https://maps.google.com/?cid=0x0:0x162e5c690304da00;;;
hotel;hotel;Penginapan 69;"Kp. Waena, Kec. Heram, Kota Jayapura, Papua 99225";"Kec. Heram, Kota Jayapura";PAPUA;99225;Indonesia;081248523621;;;-2.593.495;1.406.310.796;https://maps.google.com/?cid=0x0:0x12711ec27878fab8;;;
hotel;hotel;Penginapan lestari;"Jl.Yan Mamoribo No.80, Mamoribo, Waisai, Kabupaten Biak Numfor, Papua 98481";"Mamoribo, Waisai, Kabupaten Biak Numfor";PAPUA;98481;Indonesia;02198826634;;;-0.976628;13.583.272;https://maps.google.com/?cid=0x0:0x335024486992d26;;;
hotel;hotel;Siriwo;"Kabupaten Nabire, Papua";"Kabupaten Nabire, Papua";PAPUA;;Indonesia;;;;-33.800.854;1.360.944.845;https://maps.google.com/?cid=0x0:0x6470f4464b253b1b;;;
hotel;hotel;Sare suite;"Jl. Madrasah No.14 7, RT.7/RW.6, Cilandak Tim., Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560";"RT.7/RW.6, Cilandak Tim., Ps. Minggu, Kota Jakarta Selatan";PAPUA;12560;Indonesia;081389925252;;;-62.799.285;1.068.155.237;https://maps.google.com/?cid=0x0:0xa842887d30f1131f;;;
hotel;hotel;N/A;;;PAPUA;;Indonesia;;;;;;https://maps.google.com/?cid=0x0:0xd06ded5e63e5367d%7C/g/11f2gs47r3%7Cen-ID;;;
hotel;hotel;Sriwijaya Hotel;"Jl. Veteran No.1, Gambir, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10110";"Gambir, Kecamatan Gambir, Kota Jakarta Pusat";PAPUA;10110;Indonesia;0213440409;;;-61.689.895;1.068.299.138;https://maps.google.com/?cid=0x0:0xd06ded5e63e5367d;;;
hotel;hotel;Hotel Grand Papua Nabire;"Jln christina martha tiahahu No.gang, Kalibobo, Klp. Dua, Kabupaten Nabire, Papua 98818";"Kalibobo, Klp. Dua, Kabupaten Nabire";PAPUA;98818;Indonesia;0811485907;;;-33.671.756;1.354.846.675;https://maps.google.com/?cid=0x0:0x3f34c171d042cba3;;;
hotel;Tujuan Wisata;Pantai Nabire;"JFQV+GJQ, Distrik Nabire, Kabupaten Nabire, Papua";"Kabupaten Nabire, Papua";PAPUA;;Indonesia;081286063601;;;-33.611.683;1.354.941.189;https://maps.google.com/?cid=0x0:0x7fa0779bf407a013;;;
hotel;hotel;Papua 98854;Papua;Papua;PAPUA;;Indonesia;;;;-34.998.572;1.360.944.845;https://maps.google.com/?cid=0x0:0x17ab1bd64156ee45;;;
hotel;hotel;Homestay Naura;"Jl Poros Samabusa (Depan SD Sanoba 1, Siriwini, Distrik Nabire, Kabupaten Nabire, Papua 98816";"Siriwini, Distrik Nabire, Kabupaten Nabire";PAPUA;98816;Indonesia;082141223746;;;-33.399.596;1.355.353.488;https://maps.google.com/?cid=0x0:0xf9fb0576de8cf0e0;;;
hotel;hotel;BRILIAN HOME STAY;"Awabutu, Paniai Tim., Kabupaten Paniai, Papua 98726";"Paniai Tim., Kabupaten Paniai";PAPUA;98726;Indonesia;;;;-39.279.032;136.374.559;https://maps.google.com/?cid=0x0:0x7ec9835201b20301;;;
hotel;hotel;Makimi;"Makimi, Kabupaten Nabire, Papua";"Kabupaten Nabire, Papua";PAPUA;;Indonesia;;;;-315.235;1.358.754.564;https://maps.google.com/?cid=0x0:0x9f4dafb967618208;;;
hotel;hotel;Hotel Grand Papua Kaimana;"Lingkar tanjung simora, Kroy, Kec. Kaimana, Kabupaten Kaimana, Papua Bar. 98654";"Kroy, Kec. Kaimana, Kabupaten Kaimana";PAPUA;98654;Indonesia;082248850669;;;-36.691.103;1.337.028.408;https://maps.google.com/?cid=0x0:0x964de24b7e359ec2;;;
hotel;hotel;Kaimana Beach Hotel;"9P2Q+VWP, Jl. Utarom, Mai Mai, Kec. Kaimana, Kabupaten Kaimana, Papua Bar. 98654";"Jl. Utarom, Mai Mai, Kec. Kaimana, Kabupaten Kaimana";PAPUA;98654;Indonesia;082228055551;;;-36.477.828;1.337.398.156;https://maps.google.com/?cid=0x0:0xb61c6c96053942ee;;;
hotel;hotel;Hotel Serayu;"Jl. Yos Sudarso No.10, Koperapoka, Kec. Mimika Baru, Kabupaten Mimika, Papua 99971";"Koperapoka, Kec. Mimika Baru, Kabupaten Mimika";PAPUA;99971;Indonesia;082199984085;;;-45.492.995;1.368.902.348;https://maps.google.com/?cid=0x0:0xe357fb3041308a6c;;;
hotel;hotel;Hotel Karya Papua;"JGX6+2PM, Jl. R.E. Martadinata Kalinona, Nabarua, Distrik Nabire, Papua 98816";"Jl. R.E. Martadinata Kalinona, Nabarua, Distrik Nabire";PAPUA;98816;Indonesia;082164655697;;;-33.524.082;1.355.118.114;https://maps.google.com/?cid=0x0:0x8196bf4b8aafbb3f;;;
hotel;hotel;Rimba Papua Hotel;"Jl. Kwamki Narama No. 1, Kwamki, Kec. Mimika Baru, Kabupaten Mimika, Papua 99971";"Kwamki, Kec. Mimika Baru, Kabupaten Mimika";PAPUA;99971;Indonesia;0901494949;;;-45.151.124;136.884.599;https://maps.google.com/?cid=0x0:0xa65056700db32492;;;
hotel;hotel;Hotel Mahavira I;"Karang Mulia, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;;;;-33.731.863;1.355.098.879;https://maps.google.com/?cid=0x0:0xeffead9206fb0816;;;
hotel;hotel;Hotel Maureen;"46GR+P4R, Jl. Sudirman, Serui Kota, Kec. Yapen Sel., Kabupaten Kepulauan Yapen, Papua 98213";"Jl. Sudirman, Serui Kota, Kec. Yapen Sel., Kabupaten Kepulauan Yapen";PAPUA;98213;Indonesia;081354165909;;;-18.731.433;1.362.401.965;https://maps.google.com/?cid=0x0:0xb028b61c6c000d80;;;
hotel;hotel;SAMUMAMBO HOTEL;"jl. cenderawasih belakang manna bakerei, Kwamki, Kec. Mimika Baru, Kabupaten Mimika, Papua 99910";"Kwamki, Kec. Mimika Baru, Kabupaten Mimika";PAPUA;99910;Indonesia;081344090664;;;-45.424.836;1.368.797.497;https://maps.google.com/?cid=0x0:0xcb5241de257efb93;;;
